Date,High,Low,Open,Close,Volume,Adj Close
2017-03-03,50.380001068115234,49.79999923706055,50.14799880981445,50.31399917602539,14597000,50.31399917602539
2017-03-06,50.34000015258789,49.50199890136719,49.582000732421875,50.242000579833984,16777500,50.242000579833984
2017-03-07,50.77799987792969,49.66400146484375,50.38399887084961,49.71799850463867,17297500,49.71799850463867
2017-03-08,50.013999938964844,49.06399917602539,49.400001525878906,49.374000549316406,18626000,49.374000549316406
2017-03-09,49.731998443603516,48.599998474121094,49.5260009765625,48.97999954223633,19396500,48.97999954223633
2017-03-10,49.29999923706055,48.599998474121094,49.242000579833984,48.737998962402344,15331500,48.737998962402344
2017-03-13,49.369998931884766,48.555999755859375,48.9640007019043,49.23400115966797,15113000,49.23400115966797
2017-03-14,51.624000549316406,49.20399856567383,49.22200012207031,51.599998474121094,37992000,51.599998474121094
2017-03-15,52.20000076293945,50.854000091552734,51.400001525878906,51.145999908447266,26654000,51.145999908447266
2017-03-16,53.150001525878906,51.8120002746582,52.47999954223633,52.40999984741211,35661000,52.40999984741211
2017-03-17,53.066001892089844,52.2400016784668,52.79999923706055,52.29999923706055,32487500,52.29999923706055
2017-03-20,52.90999984741211,51.763999938964844,52.119998931884766,52.38399887084961,18071500,52.38399887084961
2017-03-21,52.959999084472656,50.04800033569336,52.566001892089844,50.13600158691406,34543000,50.13600158691406
2017-03-22,51.013999938964844,50.10200119018555,50.3120002746582,51.00199890136719,20296500,51.00199890136719
2017-03-23,51.534000396728516,50.65999984741211,51.077999114990234,50.95600128173828,16601000,50.95600128173828
2017-03-24,52.77799987792969,51.00199890136719,51.13999938964844,52.63199996948242,28236500,52.63199996948242
2017-03-27,54.11399841308594,51.95000076293945,52.119998931884766,54.04399871826172,31154000,54.04399871826172
2017-03-28,56.13600158691406,55.0,55.40399932861328,55.4900016784668,39938000,55.4900016784668
2017-03-29,55.91999816894531,55.108001708984375,55.667999267578125,55.47600173950195,18381000,55.47600173950195
2017-03-30,56.400001525878906,55.44200134277344,55.608001708984375,55.58399963378906,20742000,55.58399963378906
2017-03-31,55.93600082397461,55.263999938964844,55.74599838256836,55.65999984741211,16473000,55.65999984741211
2017-04-03,59.79999923706055,56.91600036621094,57.380001068115234,59.70399856567383,69443000,59.70399856567383
2017-04-04,60.96200180053711,58.90599822998047,59.37799835205078,60.7400016784668,50673000,60.7400016784668
2017-04-05,60.97600173950195,58.84000015258789,60.40800094604492,59.0,39404500,59.0
2017-04-06,60.38800048828125,58.81999969482422,59.375999450683594,59.7400016784668,27603000,59.7400016784668
2017-04-07,60.53799819946289,59.43000030517578,59.5,60.507999420166016,22898000,60.507999420166016
2017-04-10,62.74599838256836,61.742000579833984,61.83000183105469,62.47800064086914,38322500,62.47800064086914
2017-04-11,62.694000244140625,61.099998474121094,62.67599868774414,61.742000579833984,28623000,61.742000579833984
2017-04-12,61.689998626708984,59.263999938964844,61.268001556396484,59.36800003051758,30253500,59.36800003051758
2017-04-13,61.47800064086914,59.060001373291016,59.34000015258789,60.79999923706055,46423000,60.79999923706055
2017-04-17,60.79999923706055,59.736000061035156,60.540000915527344,60.28799819946289,20693500,60.28799819946289
2017-04-18,60.167999267578125,59.58000183105469,59.939998626708984,60.04999923706055,15178500,60.04999923706055
2017-04-19,61.32400131225586,60.422000885009766,60.492000579833984,61.104000091552734,19490000,61.104000091552734
2017-04-20,61.83000183105469,60.04600143432617,61.301998138427734,60.50199890136719,30747000,60.50199890136719
2017-04-21,61.279998779296875,60.08399963378906,60.400001525878906,61.119998931884766,22549000,61.119998931884766
2017-04-24,62.11000061035156,61.20399856567383,61.84400177001953,61.60599899291992,25417500,61.60599899291992
2017-04-25,62.79600143432617,61.172000885009766,61.599998474121094,62.757999420166016,33688500,62.757999420166016
2017-04-26,62.900001525878906,61.79999923706055,62.4739990234375,62.034000396728516,23475000,62.034000396728516
2017-04-27,62.61800003051758,61.5,62.3380012512207,61.72600173950195,17343000,61.72600173950195
2017-04-28,62.959999084472656,61.599998474121094,61.965999603271484,62.81399917602539,22527500,62.81399917602539
2017-05-01,65.44999694824219,62.96200180053711,62.97600173950195,64.56600189208984,44148000,64.56600189208984
2017-05-02,65.53199768066406,63.3120002746582,64.80000305175781,63.77799987792969,26914000,63.77799987792969
2017-05-03,64.30599975585938,62.09000015258789,63.534000396728516,62.20399856567383,35667000,62.20399856567383
2017-05-04,61.55400085449219,58.152000427246094,61.487998962402344,59.09199905395508,70760000,59.09199905395508
2017-05-05,61.709999084472656,59.36000061035156,59.599998474121094,61.66999816894531,40886500,61.66999816894531
2017-05-08,62.757999420166016,61.16400146484375,62.18000030517578,61.4379997253418,35032500,61.4379997253418
2017-05-09,64.39800262451172,61.81999969482422,61.875999450683594,64.25199890136719,48382500,64.25199890136719
2017-05-10,65.0999984741211,63.624000549316406,64.31199645996094,65.04399871826172,28708000,65.04399871826172
2017-05-11,65.19999694824219,63.91999816894531,64.68000030517578,64.62000274658203,23769000,64.62000274658203
2017-05-12,65.4000015258789,64.30599975585938,65.09600067138672,64.96199798583984,20608000,64.96199798583984
2017-05-15,64.04000091552734,62.50600051879883,63.67599868774414,63.17599868774414,38110000,63.17599868774414
2017-05-16,64.01200103759766,63.02799987792969,63.518001556396484,63.402000427246094,20762500,63.402000427246094
2017-05-17,62.92599868774414,61.099998474121094,62.87799835205078,61.22200012207031,33559500,61.22200012207031
2017-05-18,62.78799819946289,61.0620002746582,61.400001525878906,62.61199951171875,28269000,62.61199951171875
2017-05-19,63.29999923706055,62.040000915527344,63.099998474121094,62.16600036621094,23438000,62.16600036621094
2017-05-22,62.874000549316406,61.36000061035156,62.560001373291016,62.06999969482422,21646000,62.06999969482422
2017-05-23,62.145999908447266,60.69599914550781,62.09199905395508,60.77199935913086,21592000,60.77199935913086
2017-05-24,62.20000076293945,61.08000183105469,61.301998138427734,62.04399871826172,25166500,62.04399871826172
2017-05-25,63.39400100708008,61.5620002746582,62.20399856567383,63.36600112915039,25070000,63.36600112915039
2017-05-26,65.0979995727539,63.262001037597656,63.45600128173828,65.02799987792969,39011000,65.02799987792969
2017-05-30,67.25599670410156,65.1520004272461,65.19999694824219,67.0199966430664,38914500,67.0199966430664
2017-05-31,68.5780029296875,67.03199768066406,67.53800201416016,68.2020034790039,49817000,68.2020034790039
2017-06-01,68.97599792480469,67.45800018310547,68.80000305175781,68.0739974975586,38040000,68.0739974975586
2017-06-02,68.57599639892578,67.18599700927734,67.9540023803711,67.97000122070312,27951000,67.97000122070312
2017-06-05,69.68800354003906,66.84200286865234,67.69999694824219,69.46399688720703,33922000,69.46399688720703
2017-06-06,71.89800262451172,67.99400329589844,68.94000244140625,70.56999969482422,55434000,70.56999969482422
2017-06-07,72.0999984741211,71.02799987792969,71.26799774169922,71.93000030517578,46990000,71.93000030517578
2017-06-08,74.37999725341797,72.04399871826172,72.75,74.0,45307500,74.0
2017-06-09,75.3740005493164,70.95999908447266,74.88400268554688,71.46399688720703,86307000,71.46399688720703
2017-06-12,72.9000015258789,70.1240005493164,71.5979995727539,71.802001953125,52588500,71.802001953125
2017-06-13,75.19999694824219,73.3219985961914,73.52400207519531,75.19000244140625,59039500,75.19000244140625
2017-06-14,76.8499984741211,75.26200103759766,76.21800231933594,76.13200378417969,64092000,76.13200378417969
2017-06-15,75.09200286865234,73.2979965209961,74.5,75.06800079345703,52132500,75.06800079345703
2017-06-16,75.60199737548828,74.0199966430664,75.59600067138672,74.27999877929688,33655000,74.27999877929688
2017-06-19,75.33999633789062,73.55999755859375,75.0,73.95999908447266,32746500,73.95999908447266
2017-06-20,75.7760009765625,73.94599914550781,75.33399963378906,74.447998046875,37193500,74.447998046875
2017-06-21,75.39800262451172,73.60399627685547,74.87000274658203,75.27999877929688,24616000,75.27999877929688
2017-06-22,77.0,74.71399688720703,75.5979995727539,76.52200317382812,37649000,76.52200317382812
2017-06-23,77.39800262451172,75.87000274658203,76.48999786376953,76.69000244140625,32229000,76.69000244140625
2017-06-26,77.38999938964844,74.62000274658203,77.33799743652344,75.49800109863281,33020500,75.49800109863281
2017-06-27,75.27999877929688,72.40399932861328,75.27999877929688,72.4739990234375,34982000,72.4739990234375
2017-06-28,74.3479995727539,72.50399780273438,73.33599853515625,74.24800109863281,31512500,74.24800109863281
2017-06-29,74.19999694824219,70.81999969482422,74.12200164794922,72.1500015258789,41105000,72.1500015258789
2017-06-30,73.35399627685547,71.92400360107422,72.74199676513672,72.3219985961914,29242500,72.3219985961914
2017-07-03,74.2699966430664,70.30000305175781,74.0479965209961,70.52400207519531,31527000,70.52400207519531
2017-07-05,69.447998046875,65.26599884033203,69.44000244140625,65.41799926757812,85233500,65.41799926757812
2017-07-06,64.15799713134766,61.2599983215332,63.45199966430664,61.76599884033203,96622500,61.76599884033203
2017-07-07,63.400001525878906,61.47600173950195,62.70000076293945,62.64400100708008,70884500,62.64400100708008
2017-07-10,63.5880012512207,60.625999450683594,62.58000183105469,63.209999084472656,69104500,63.209999084472656
2017-07-11,65.45600128173828,62.86000061035156,63.20000076293945,65.44400024414062,57797000,65.44400024414062
2017-07-12,66.62000274658203,64.9000015258789,66.08000183105469,65.90399932861328,51730500,65.90399932861328
2017-07-13,66.31999969482422,63.99399948120117,66.02200317382812,64.68199920654297,42972500,64.68199920654297
2017-07-14,65.68399810791016,64.24400329589844,64.63800048828125,65.55599975585938,28126000,65.55599975585938
2017-07-17,65.41999816894531,62.689998626708984,65.10800170898438,63.91400146484375,49384500,63.91400146484375
2017-07-18,65.82599639892578,63.13199996948242,63.5,65.64800262451172,31868500,65.64800262451172
2017-07-19,66.33000183105469,64.64399719238281,65.64600372314453,65.052001953125,31785000,65.052001953125
2017-07-20,66.04399871826172,64.83999633789062,65.37999725341797,65.98400115966797,25831000,65.98400115966797
2017-07-21,66.25199890136719,65.16000366210938,65.89199829101562,65.68000030517578,24508000,65.68000030517578
2017-07-24,68.68000030517578,66.00199890136719,66.0479965209961,68.50399780273438,43185500,68.50399780273438
2017-07-25,69.12000274658203,66.83000183105469,69.0,67.91999816894531,34946000,67.91999816894531
2017-07-26,69.0999984741211,67.6240005493164,68.0719985961914,68.7699966430664,24104000,68.7699966430664
2017-07-27,69.5,65.25800323486328,69.19999694824219,66.89199829101562,41512000,66.89199829101562
2017-07-28,67.91999816894531,66.50199890136719,67.37799835205078,67.01399993896484,24402000,67.01399993896484
2017-07-31,68.2979965209961,64.20800018310547,67.0999984741211,64.69400024414062,42675500,64.69400024414062
2017-08-01,64.88999938964844,63.22600173950195,64.5999984741211,63.91400146484375,41515500,63.91400146484375
2017-08-02,65.42400360107422,62.24399948120117,63.78799819946289,65.1780014038086,65457500,65.1780014038086
2017-08-03,70.0,68.62999725341797,69.06600189208984,69.41799926757812,67675000,69.41799926757812
2017-08-04,71.4540023803711,68.66000366210938,69.4000015258789,71.38200378417969,46344500,71.38200378417969
2017-08-07,71.89600372314453,70.55000305175781,71.47000122070312,71.03399658203125,31622500,71.03399658203125
2017-08-08,73.71600341796875,71.4800033569336,71.50599670410156,73.04399871826172,37249000,73.04399871826172
2017-08-09,74.0,71.79000091552734,72.19999694824219,72.70600128173828,34460500,72.70600128173828
2017-08-10,73.33000183105469,70.93199920654297,72.31999969482422,71.08000183105469,35464500,71.08000183105469
2017-08-11,72.25199890136719,70.7239990234375,71.39399719238281,71.5739974975586,21829000,71.5739974975586
2017-08-14,73.53199768066406,72.5199966430664,72.9260025024414,72.76000213623047,22596000,72.76000213623047
2017-08-15,73.0979995727539,71.8740005493164,73.04000091552734,72.46600341796875,15425500,72.46600341796875
2017-08-16,73.30000305175781,72.50399780273438,72.5999984741211,72.58200073242188,17069000,72.58200073242188
2017-08-17,72.66000366210938,70.31800079345703,72.24199676513672,70.38400268554688,25138500,70.38400268554688
2017-08-18,70.80000305175781,69.16000366210938,70.58200073242188,69.49199676513672,27041000,69.49199676513672
2017-08-21,69.16400146484375,66.37000274658203,69.16400146484375,67.5719985961914,32477000,67.5719985961914
2017-08-22,68.447998046875,67.4739990234375,68.22599792480469,68.2699966430664,21610000,68.2699966430664
2017-08-23,70.697998046875,67.66000366210938,67.7979965209961,70.55400085449219,24772500,70.55400085449219
2017-08-24,71.33200073242188,69.947998046875,70.50399780273438,70.58599853515625,22923500,70.58599853515625
2017-08-25,71.13800048828125,69.45999908447266,70.8479995727539,69.61000061035156,17420000,69.61000061035156
2017-08-28,69.47000122070312,67.94400024414062,69.45600128173828,69.13200378417969,18820000,69.13200378417969
2017-08-29,69.80999755859375,67.75,67.89600372314453,69.47200012207031,20368500,69.47200012207031
2017-08-30,70.69400024414062,69.4000015258789,69.93399810791016,70.63600158691406,17064500,70.63600158691406
2017-08-31,71.68800354003906,70.56400299072266,70.70999908447266,71.18000030517578,20364000,71.18000030517578
2017-09-01,71.51799774169922,70.73799896240234,71.2239990234375,71.08000183105469,15247500,71.08000183105469
2017-09-05,71.0979995727539,69.1780014038086,70.76000213623047,69.91799926757812,19175500,69.91799926757812
2017-09-06,70.19599914550781,68.31199645996094,69.9000015258789,68.90599822998047,20457000,68.90599822998047
2017-09-07,70.49600219726562,68.69000244140625,69.19599914550781,70.12200164794922,21196000,70.12200164794922
2017-09-08,69.95600128173828,68.45999908447266,69.7979965209961,68.68000030517578,16317500,68.68000030517578
2017-09-11,72.74199676513672,70.0,70.2699966430664,72.73799896240234,38335500,72.73799896240234
2017-09-12,73.75199890136719,72.08000183105469,72.89800262451172,72.55000305175781,29864500,72.55000305175781
2017-09-13,73.61399841308594,71.91799926757812,72.76399993896484,73.24600219726562,20926000,73.24600219726562
2017-09-14,75.59200286865234,72.5260009765625,72.86599731445312,75.52799987792969,36012500,75.52799987792969
2017-09-15,76.0,74.54000091552734,74.9020004272461,75.96199798583984,27102500,75.96199798583984
2017-09-18,77.9219970703125,75.53600311279297,76.05000305175781,77.0,35940000,77.0
2017-09-19,76.47799682617188,74.71399688720703,76.0,75.0199966430664,32259500,75.0199966430664
2017-09-20,75.6500015258789,74.21399688720703,74.5999984741211,74.78199768066406,24595500,74.78199768066406
2017-09-21,75.36599731445312,72.9020004272461,74.9800033569336,73.2959976196289,23091000,73.2959976196289
2017-09-22,73.9800033569336,70.1760025024414,73.2979965209961,70.21800231933594,40797000,70.21800231933594
2017-09-25,71.49400329589844,68.57599639892578,70.62999725341797,68.99800109863281,38029500,68.99800109863281
2017-09-26,70.24800109863281,68.18000030517578,70.18599700927734,69.05000305175781,35781500,69.05000305175781
2017-09-27,70.2979965209961,68.0999984741211,69.9800033569336,68.19400024414062,30301500,68.19400024414062
2017-09-28,68.55000305175781,67.08000183105469,67.97599792480469,67.91999816894531,26598000,67.91999816894531
2017-09-29,68.93599700927734,67.72000122070312,68.37200164794922,68.22000122070312,25535500,68.22000122070312
2017-10-02,68.73999786376953,67.10199737548828,68.50399780273438,68.30599975585938,26434000,68.30599975585938
2017-10-03,69.70999908447266,66.25599670410156,67.18000030517578,69.62799835205078,50768000,69.62799835205078
2017-10-04,71.7239990234375,69.91999816894531,70.25,71.00199890136719,40817500,71.00199890136719
2017-10-05,71.48799896240234,70.2699966430664,71.19999694824219,71.06600189208984,20858500,71.06600189208984
2017-10-06,72.0199966430664,70.44999694824219,70.62000274658203,71.3759994506836,21487500,71.3759994506836
2017-10-09,70.3499984741211,68.53399658203125,69.93000030517578,68.58799743652344,37468500,68.58799743652344
2017-10-10,71.1259994506836,69.10600280761719,69.36000061035156,71.11799621582031,34892500,71.11799621582031
2017-10-11,71.5199966430664,70.2300033569336,70.77799987792969,70.91999816894531,22504000,70.91999816894531
2017-10-12,71.95600128173828,70.52799987792969,70.58999633789062,71.13600158691406,20435000,71.13600158691406
2017-10-13,71.697998046875,70.73600006103516,71.39600372314453,71.11399841308594,17702500,71.11399841308594
2017-10-16,70.89600372314453,69.43199920654297,70.75199890136719,70.12000274658203,26877500,70.12000274658203
2017-10-17,71.24400329589844,70.01399993896484,70.18199920654297,71.1500015258789,16466500,71.1500015258789
2017-10-18,72.5999984741211,70.82599639892578,71.19400024414062,71.93000030517578,24695500,71.93000030517578
2017-10-19,71.43000030517578,69.63999938964844,71.11199951171875,70.36199951171875,25309000,70.36199951171875
2017-10-20,70.91000366210938,68.86799621582031,70.53800201416016,69.0199966430664,24652000,69.0199966430664
2017-10-23,69.98999786376953,67.25,69.97599792480469,67.40399932861328,28736500,67.40399932861328
2017-10-24,68.55999755859375,67.23200225830078,67.76000213623047,67.46800231933594,22458500,67.46800231933594
2017-10-25,67.5,64.71199798583984,67.33999633789062,65.16799926757812,42970500,65.16799926757812
2017-10-26,66.0459976196289,64.63999938964844,65.55599975585938,65.23400115966797,25117500,65.23400115966797
2017-10-27,64.91799926757812,63.332000732421875,63.95000076293945,64.17400360107422,34898500,64.17400360107422
2017-10-30,64.75599670410156,63.45000076293945,63.83599853515625,64.01599884033203,21272000,64.01599884033203
2017-10-31,66.38999938964844,64.03600311279297,64.0459976196289,66.30599975585938,28361500,66.30599975585938
2017-11-01,66.52200317382812,64.052001953125,66.44999694824219,64.21600341796875,42286500,64.21600341796875
2017-11-02,61.737998962402344,58.5260009765625,60.0260009765625,59.85200119018555,98957000,59.85200119018555
2017-11-03,61.25,59.0260009765625,59.900001525878906,61.21799850463867,44470000,61.21799850463867
2017-11-06,61.5,59.801998138427734,61.400001525878906,60.555999755859375,32430000,60.555999755859375
2017-11-07,61.29999923706055,60.00600051879883,60.20399856567383,61.209999084472656,26471500,61.209999084472656
2017-11-08,61.37799835205078,60.2599983215332,61.099998474121094,60.87799835205078,23626500,60.87799835205078
2017-11-09,60.891998291015625,59.2599983215332,60.5,60.597999572753906,27235500,60.597999572753906
2017-11-10,61.672000885009766,60.369998931884766,60.5,60.597999572753906,23127000,60.597999572753906
2017-11-13,63.36000061035156,59.821998596191406,60.0260009765625,63.08000183105469,37924500,63.08000183105469
2017-11-14,63.27000045776367,61.380001068115234,63.0,61.7400016784668,28380500,61.7400016784668
2017-11-15,62.49800109863281,60.29999923706055,61.20199966430664,62.2599983215332,29893500,62.2599983215332
2017-11-16,63.62799835205078,62.2599983215332,62.79800033569336,62.5,29110500,62.5
2017-11-17,65.33399963378906,62.630001068115234,65.13400268554688,63.0099983215332,68675500,63.0099983215332
2017-11-20,63.099998474121094,60.95000076293945,62.757999420166016,61.74800109863281,41238500,61.74800109863281
2017-11-21,63.645999908447266,61.742000579833984,62.172000885009766,63.5620002746582,36306500,63.5620002746582
2017-11-22,63.48400115966797,62.36800003051758,63.354000091552734,62.52000045776367,24588000,62.52000045776367
2017-11-24,63.28200149536133,62.20000076293945,62.757999420166016,63.11000061035156,16220500,63.11000061035156
2017-11-27,63.46799850463867,61.902000427246094,62.650001525878906,63.36199951171875,22779500,63.36199951171875
2017-11-28,64.0,62.784000396728516,63.27199935913086,63.5099983215332,24747500,63.5099983215332
2017-11-29,63.599998474121094,60.24599838256836,63.459999084472656,61.507999420166016,43837000,61.507999420166016
2017-11-30,62.13999938964844,60.90800094604492,61.71200180053711,61.77000045776367,21758000,61.77000045776367
2017-12-01,62.06399917602539,61.0099983215332,61.0880012512207,61.305999755859375,21464500,61.305999755859375
2017-12-04,61.65399932861328,60.12200164794922,61.29999923706055,61.040000915527344,29175500,61.040000915527344
2017-12-05,61.599998474121094,60.20000076293945,60.400001525878906,60.7400016784668,23232500,60.7400016784668
2017-12-06,62.678001403808594,60.0,60.02000045776367,62.652000427246094,35976500,62.652000427246094
2017-12-07,63.72600173950195,62.209999084472656,62.400001525878906,62.24800109863281,23903000,62.24800109863281
2017-12-08,63.395999908447266,62.25199890136719,62.91999816894531,63.0260009765625,17342500,63.0260009765625
2017-12-11,65.802001953125,62.75,62.92599868774414,65.78199768066406,39690000,65.78199768066406
2017-12-12,68.28800201416016,66.00599670410156,66.08999633789062,68.20600128173828,43666000,68.20600128173828
2017-12-13,68.84400177001953,67.30000305175781,68.18599700927734,67.80599975585938,31107500,67.80599975585938
2017-12-14,69.48799896240234,67.37999725341797,68.2020034790039,67.5780029296875,28999500,67.5780029296875
2017-12-15,68.77999877929688,67.1520004272461,68.40799713134766,68.69000244140625,34666000,68.69000244140625
2017-12-18,69.34600067138672,67.51599884033203,68.9800033569336,67.77400207519531,27381000,67.77400207519531
2017-12-19,68.2979965209961,66.05999755859375,68.052001953125,66.22000122070312,34125000,66.22000122070312
2017-12-20,66.62000274658203,65.00800323486328,66.53800201416016,65.7959976196289,29769000,65.7959976196289
2017-12-21,66.74800109863281,65.44200134277344,65.91799926757812,66.33200073242188,21926000,66.33200073242188
2017-12-22,66.18399810791016,64.96399688720703,65.9020004272461,65.04000091552734,21079000,65.04000091552734
2017-12-26,64.78800201416016,63.316001892089844,64.76599884033203,63.45800018310547,21892000,63.45800018310547
2017-12-27,63.5359992980957,62.150001525878906,63.20000076293945,62.327999114990234,23560500,62.327999114990234
2017-12-28,63.16400146484375,61.90800094604492,62.349998474121094,63.071998596191406,21581500,63.071998596191406
2017-12-29,63.28200149536133,62.0,63.236000061035156,62.27000045776367,18886000,62.27000045776367
2018-01-02,64.4219970703125,62.20000076293945,62.400001525878906,64.10600280761719,21761000,64.10600280761719
2018-01-03,65.05000305175781,63.11000061035156,64.19999694824219,63.45000076293945,22607500,63.45000076293945
2018-01-04,63.709999084472656,61.13600158691406,62.57400131225586,62.92399978637695,49731500,62.92399978637695
2018-01-05,63.448001861572266,62.400001525878906,63.32400131225586,63.316001892089844,22956000,63.316001892089844
2018-01-08,67.40399932861328,63.099998474121094,63.20000076293945,67.28199768066406,49297000,67.28199768066406
2018-01-09,67.76000213623047,65.4800033569336,67.03199768066406,66.73799896240234,35733000,66.73799896240234
2018-01-10,67.4000015258789,66.0,66.44000244140625,66.95999908447266,21549500,66.95999908447266
2018-01-11,68.96199798583984,66.6520004272461,67.0479965209961,67.58999633789062,33227500,67.58999633789062
2018-01-12,68.08200073242188,66.73400115966797,67.72599792480469,67.24400329589844,24125500,67.24400329589844
2018-01-16,69.0,66.95999908447266,67.50800323486328,68.01200103759766,32371500,68.01200103759766
2018-01-17,69.80000305175781,67.94999694824219,68.09400177001953,69.43199920654297,35517500,69.43199920654297
2018-01-18,70.45999908447266,68.74800109863281,69.13400268554688,68.91400146484375,28429000,68.91400146484375
2018-01-19,70.11799621582031,68.5199966430664,69.0,70.00399780273438,24441500,70.00399780273438
2018-01-22,71.56600189208984,69.83999633789062,69.87999725341797,70.31199645996094,31052000,70.31199645996094
2018-01-23,72.0999984741211,70.19999694824219,72.0,70.55799865722656,27327000,70.55799865722656
2018-01-24,70.94999694824219,68.7040023803711,70.91600036621094,69.1780014038086,26437500,69.1780014038086
2018-01-25,69.83999633789062,67.27999877929688,69.65399932861328,67.52799987792969,33701500,67.52799987792969
2018-01-26,68.80000305175781,67.14199829101562,68.30000305175781,68.56999969482422,22697000,68.56999969482422
2018-01-29,70.16999816894531,67.65599822998047,67.97000122070312,69.90599822998047,23735500,69.90599822998047
2018-01-30,69.65399932861328,68.43399810791016,69.02799987792969,69.16400146484375,23588500,69.16400146484375
2018-01-31,71.23799896240234,69.03800201416016,69.50199890136719,70.86199951171875,31070500,70.86199951171875
2018-02-01,71.93199920654297,69.72599792480469,70.19999694824219,69.8499984741211,20988500,69.8499984741211
2018-02-02,70.38999938964844,68.10199737548828,69.68800354003906,68.75,18524000,68.75
2018-02-05,68.89399719238281,66.5999984741211,67.59400177001953,66.6259994506836,22320500,66.6259994506836
2018-02-06,67.24400329589844,64.69999694824219,65.04199981689453,66.79399871826172,25442000,66.79399871826172
2018-02-07,69.19999694824219,67.13200378417969,67.7979965209961,69.0,34846000,69.0
